table,Note ID,Note,Dimension name,Member Name
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Possession of illicit or over 30g dried cannabis (or equivalent) by adult
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Possession of over 5g dried cannabis (or equivalent) by youth
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,"Possession of budding or flowering plants, or more than four cannabis plants"
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Possession of cannabis by organization
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Total distribution - Cannabis Act
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,"Distribution to an organization, illicit or over 30g dried cannabis (or equivalent) by adult"
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Distribution of cannabis to youth by adult
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Distribution to an organization or over 5g dried cannabis (or equivalent) by youth
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,"Distribution of budding or flowering plants, or more than four cannabis plants"
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Distribution of cannabis by organization
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Possession of cannabis for purpose of distributing
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Total sale - Cannabis Act
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Sale of cannabis to adult
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Sale of cannabis to youth
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Sale of cannabis to an organization
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Possession of cannabis for purpose of selling
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Total importation and exportation - Cannabis Act
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Importation and exportation of cannabis
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Possession of cannabis for purpose of exportation
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Total production - Cannabis Act
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,"Obtain, offer to obtain, alter or offer to alter cannabis"
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,"Cultivate, propagate or harvest cannabis by adult"
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,"Cultivate, propagate or harvest cannabis by youth or organization"
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,"Possess, produce, sell, distribute or import anything for use in production or distribution of illicit cannabis"
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Use of young person in the commission of a cannabis offence
35-10-0177-01,91,"On October 17, 2018, Bill C-45 “An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts” came into effect. As a result, all prior pre-legalization cannabis-related legislation under the Controlled Drugs and Substances Act (CDSA) has been expired and replaced with 22 new violation codes under the Cannabis Act.",Violations,Other Cannabis Act
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Total Criminal Code traffic violations
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Total impaired driving
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired causing death (alcohol)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired causing death (drugs)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired causing bodily harm (alcohol)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired causing bodily harm (drugs)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired (alcohol)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired (drugs)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Impaired operation, failure to provide breath sample"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Failure to comply or refusal (drugs)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Impaired operation, failure to provide blood sample"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Failure to provide blood sample (drugs)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Total other Criminal Code traffic violations
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Dangerous operation, causing death"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Dangerous operation, causing bodily harm"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Dangerous operation of motor vehicle, vessel or aircraft"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Dangerous operation evading police, causing death"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Dangerous operation evading police, causing bodily harm"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Dangerous operation of motor vehicle evading police
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Total fail to stop or remain
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Driving while prohibited
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Other Criminal Code traffic violations
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Causing death by criminal negligence while street racing
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Causing bodily harm by criminal negligence while street racing
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Dangerous operation causing death while street racing
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Dangerous operation causing bodily harm while street racing
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Dangerous operation of motor vehicle while street racing
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation - low blood drug concentration
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired causing death (alcohol and drugs)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired causing death (unspecified)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired causing bodily harm (alcohol and drugs)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired causing bodily harm (unspecified)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired (alcohol and drugs)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Operation while impaired (unspecified)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Failure or refusal to comply with demand (alcohol)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Failure or refusal to comply with demand (alcohol and drugs)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Failure or refusal to comply with demand (drugs)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,Failure or refusal to comply with demand (unspecified)
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Failure or refusal to comply with demand, accident resulting in bodily harm (alcohol)"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Failure or refusal to comply with demand, accident resulting in bodily harm (alcohol and drugs)"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Failure or refusal to comply with demand, accident resulting in bodily harm (drugs)"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Failure or refusal to comply with demand, accident resulting in bodily harm (unspecified)"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Failure or refusal to comply with demand, accident resulting in death (alcohol)"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Failure or refusal to comply with demand, accident resulting in death (alcohol and drugs)"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Failure or refusal to comply with demand, accident resulting in death (drugs)"
35-10-0177-01,92,"On June 21, 2018, Part 1 of Bill C-46 “An Act to amend the Criminal Code (relating to conveyances) and to make consequential amendments to other Acts” came into effect. Part 2 of this legislation came into effect on December 18, 2018. As a result of this legislation, the Uniform Crime Reporting (UCR) Survey created 19 new violation codes and expired 15 existing traffic-specific violation codes.",Violations,"Failure or refusal to comply with demand, accident resulting in death (unspecified)"
35-10-0177-01,93,"In 2018, Winnipeg Police Service began counting violations involving methamphetamines (e.g., crystal meth) under the specific Uniform Crime Reporting (UCR) methamphetamine violations. Prior to this, violations involving methamphetamines were counted under the category of “other Controlled Drugs and Substances Act (CDSA)”; consequently, Winnipeg Police Service has provided an estimate of the actual number of incidents for methamphetamine violations and other CDSA violations in 2017. Data should therefore be used with caution.",Geography,"Winnipeg, Manitoba [46602]"
35-10-0177-01,94,"In 2018, the Royal Canadian Mounted Police (RCMP) reporting practices for drug seizures reported by Canadian Border Services Agency (CBSA) to the RCMP in Niagara were amended to better align with the Uniform Crime Reporting (UCR) survey in an effort to report consistent and accurate data. Due to this amendment in reporting practices, the RCMP detachment provided an estimate of the actual number of incidents for violations in 2017. Data should therefore be used with caution.",Geography,"St. Catharines-Niagara, Ontario [35539]"
35-10-0177-01,95,"In 2018, the Royal Canadian Mounted Police (RCMP) in Montréal amended their practices for reporting incidents of importation/exportation of drug offences to better align with the Uniform Crime Reporting (UCR) survey in an effort to report consistent and accurate data. This has contributed to increases in these offences. However, if it is assumed that there were no changes in these counts reported by the Montréal RCMP from 2017 to 2018, there would still be a national increase in importation/exportation offences in 2018.",Geography,"Montréal, Quebec [24462]"
35-10-0177-01,96,"In 2019, the Uniform Crime Reporting Survey (UCR) added a new violation code (1300) to collect information on “sexual offences which occurred prior to January 4, 1983”. While most violations are not typically reported years after their occurrence, it is not uncommon for sexual violations to be reported by a victim long after the incident took place due to a variety of reasons. On January 4, 1983, Canadian legislation surrounding sexual offences changed considerably. In order to reflect these changes, the UCR added the new violation code to help record these historical offences separately from those reported under an existing violation code that does not reflect the state of Canadian legislation at the time of the offence. Data for 2018 was updated to include this new violation code.",Violations,"Sexual offence which occurred prior to January 4, 1983"
